序号,单词,翻译,美式音标,英式音标
280,acrimonious,"adj.严厉的,辛辣的",[ˌækrɪˈmoʊniəs],[ˌækrɪˈməʊnjəs]
281,acrimony,"n.言谈举止上的刻毒,讽刺,毒辣",[ˈækrɪmoʊni],[ˈækrɪmənɪ]
282,acrobat,"n.(走钢丝的)杂技演员,随机应变者,翻云覆雨者",[ˈækrəˌbæt],[ˈækrəbæt]
283,acrobatic,"adj.杂技的,特技的",[ˌækrəˈbætɪk],[ˌækrəʊˈbætɪk]
284,acrobatics,n.杂技,[ˌækrəˈbætɪks],[ˌækrəˈbætɪks]
285,acronym,n.只取首字母的缩写词,[ˈækrənɪm],[ˈækrənɪm]
286,acrophobia,n.[医]恐高症,[ˌækrəˈfobiə],[ˌækrəˈfəʊbɪə]
287,acropolis,"n.古希腊城市的卫城,雅典的卫城",[əˈkrɑpəlɪs],[əˈkrɒpəlɪs]
288,across,"adv.横过,交叉地,在对面 prep.越过,交叉,在...的那边,在...对面那边",[əˈkrɔs],[əˈkrɒs]
289,acrylic,adj.[化]丙烯酸的,[əˈkrɪlɪk],[əˈkrɪlɪk]
290,act,"n.幕,法案,法令,动作,举动,节目,(戏剧的)幕vi.行动,产生...的效果,担当,表演,假装,表现,见效vt.扮演,装作",[ækt],[ækt]
291,actin,n.肌动蛋白,[ˈæktɪn],[ˈæktɪn]
292,acting,"adj.代理的,起作用的,演戏的",[ˈæktɪŋ],[ˈæktɪŋ]
293,actinium,n.[化]锕,[ækˈtɪniəm],[ækˈtɪnɪəm]
294,action,"n.动作,作用,战斗,行动,举动,行为,(戏剧或书中)的情节,(某一地区、领域或团体中)最能产生效果、最有趣、最有刺激性的活动vt.对...起诉",[ˈækʃən],[ˈækʃən]
295,activated,adj.有活性的,[ˈæktəˌvetɪd],[ˈæktɪveɪtɪd]
296,activation,"n.活化,激活,[化]活化作用",[ˌæktɪˈveʃn],[ˌæktɪˈveɪʃn]
297,active,"adj.积极的,能起作用的,现行的,[语法]主动的,活动的,活跃的,活性的;n.[语法] 主动语态,积极分子",[ˈæktɪv],[ˈæktɪv]
298,actively,"adv.活跃地,积极地",[ˈæktɪvli],[ˈæktɪvlɪ]
299,activism,"n.行动(第一)主义,激进主义,[哲]触动论",[ˈæktəˌvɪzəm],[ˈæktɪvɪzəm]
300,activist,"n.激进主义分子,行动主义分子",[ˈæktɪvɪst],[ˈæktɪvɪst]
301,activity,"n.活跃,活动性,行动,行为,[核]放射性",[ækˈtɪvɪti],[ækˈtɪvɪtɪ]
302,actor,"n.男演员,行动者,参与者",[ˈæktɚ],[ˈæktə]
303,actress,n.女演员,[ˈæktrɪs],[ˈæktrɪs]
304,actual,"adj.实际的,真实的,现行的,目前的",[ˈæktʃuəl],[ˈæktʃʊəl]
305,actuality,"n.实在,现状",[ˌæktʃuˈælɪti],[ˌæktjuˈælɪtɪ]
306,actualize,"vt.实现,实施",[ˈæktʃʊrlaɪz],[ˈæktʃuəlaɪz]
307,actually,"adv.实际上,事实上,竟然,居然,如今",[ˈæktʃuəli],[ˈæktʃʊəlɪ]
308,actuarial,"adj.保险精算师的,保险精算的",[ˌæktʃʊˈeərɪrl],[ˌæktjuˈeərɪəl]
309,actuary,"n.保险精算师,保险(业务)计算员",[ˈæktʃʊɛri],[ˈæktjʊərɪ]
310,actuate,"vt.开动,促使",[ˈæktʃuˌet],[ˈæktjueɪt]
311,actuator,n.激励者,[ˈæktʃuˌetɚ],[ˈæktʃʊeɪtə]
312,acuity,"n.尖锐,(疾病的)剧烈,(视力、才智等的)敏锐",[əˈkjuɪti],[əˈkjuɪtɪ]
313,acumen,"n.敏锐,聪明",[əˈkjumən],[ˈækjəmən]
314,acuminous,"adj.锐利的,敏锐的",[əˈkjumɪnəs],[əˈkju:mɪnəs]
315,acupressure,n.针压(止血)法,[ˈækjuprɛʃɚ],[ˈækjupreʃə]
316,acupuncture,n.针刺疗法v.施行针刺疗法,[ˈækjʊˌpʌŋktʃɚ],[ˈækjupʌŋktʃə]
317,acupuncturist,n.针灸医生,[ˈækjupʌŋktʃərɪst],[ˌækjuˈpʌŋktʃərɪst]
318,acute,"adj.敏锐的,[医]急性的,剧烈",[əˈkjut],[əˈkju:t]
319,acutely,"adv.尖锐地,剧烈地",[əˈkju:tli],[əˈkju:tlɪ]
320,acuteness,"n.敏锐,剧烈",[əˈkjutnəs],[əˈkju:tnəs]
321,ad,"n.广告 [域] Andorra ,安道尔 [军] Air Defense,防空 (AD) 公元 (Anno Domini)",[æd],[æd]
322,adage,"n.格言,谚语",[ˈædɪdʒ],[ˈædɪdʒ]
323,adagio,adv.缓慢地adj.缓慢的;n.[音乐]柔板,[əˈdɑdʒio],[əˈdɑ:dʒiəʊ]
324,adam,"n.亚当(<<圣经>>故事人物,所谓人类始祖)",[ˈædəm],[ˈædəm]
325,adamant,adj.坚硬的,[ˈædəmənt],[ˈædəmənt]
326,adapt,"vt.使适应,改编",[əˈdæpt],[əˈdæpt]
327,adaptability,n.适应性,[əˌdæptəˈbɪləti],[əˌdæptəˈbɪlətɪ]
328,adaptable,"adj.能适应的,可修改的",[əˈdæptəbəl],[əˈdæptəbl]
329,adaptation,"n.适应,改编,改写本",[ˌædæpˈteʃən],[ˌædæpˈteɪʃən]
330,adapted,adj.适合的,[əˈdæptɪd],[əˈdæptɪd]
331,adapter,"n.适配器,改编者;扩充卡或特殊设计的电路",[əˈdæptɚ],[əˈdæptə]
332,adaption,"n.(=adaptation)适应,改编",[əˈdæpʃn],[əˈdæpʃən]
333,adaptive,adj.适应的,[əˈdæptɪv],[əˈdæptɪv]
334,adaptor,"n.<美>编剧者,改编者",[əˈdæptɚ],[əˈdæptə]
335,add,"vt.增加,添加,计算...总和,补充说,又说;vi.加,加起来,增添,做加法",[æd],[æd]
336,added,"adj.更多的,附加的,额外的",[ˈædɪd],[ˈædɪd]
337,addendum,"n.附录,补遗",[əˈdɛndəm],[əˈdendəm]
338,adder,"n.[计]加法器,[动]小毒蛇,(北美产无毒的)猪鼻蛇",[ˈædɚ],[ˈædə]
339,addict,"vt.使沉溺,使上瘾;n.入迷的人,有瘾的人",[əˈdɪkt],[ˈædɪkt]
340,addicted,adj.沉溺于某种嗜好中的,[əˈdɪktɪd],[əˈdɪktɪd]
341,addiction,"n.沉溺,上瘾",[əˈdɪkʃən],[əˈdɪkʃən]
342,addictive,adj.上瘾的,[əˈdɪktɪv],[əˈdɪktɪv]
343,addition,"n.加,加起来,增加物,增加,加法",[əˈdɪʃən],[əˈdɪʃən]
344,additional,"adj.另外的,附加的,额外的",[əˈdɪʃənl],[əˈdɪʃənl]
345,additionally,"adv.加之,又",[əˈdɪʃənəli],[əˈdɪʃənəlɪ]
346,additive,"adj.附加的,加成的,添加的;n.添加剂adj.添加的,附加的,加法的",[ˈædɪtɪv],[ˈædɪtɪv]
347,addle,"vt.使腐坏,使糊涂adj.腐坏的",[ˈædəl],[ˈædl]
348,address,"n.地址,致辞,演讲,说话的技巧vt.向...致辞,演说,写姓名地址,从事,忙于",[əˈdrɛs],[əˈdres]
349,addressee,"n.受信人,收件人",[ˌædrɛˈsi],[ˌædreˈsi:]
350,adduce,"vt.引证,举出(例证、理由、证据)",[əˈdus],[əˈdju:s]
351,adenine,n.[生化]腺嘌呤,[ˈædənin],[ˈædɪni:n]
352,adept,"adj.熟练的,拿手的;n.老手,擅长者",[əˈdɛpt],[əˈdept]
353,adequacy,"n.适当,足够",[ˈædɪkwəsi],[ˈædɪkwəsɪ]
354,adequately,adv.充分地,[ˈædɪkwətli],[ˈædɪkwətlɪ]
355,adhere,"vi.粘附,胶着,坚持v.坚持",[ədˈhɪɚ],[ədˈhɪə]
356,adherence,"n.粘着,忠诚,坚持",[ədˈhɪrəns],[ədˈhɪərəns]
357,adherent,"n.信徒,追随者,拥护者",[ədˈhɪrənt],[ədˈhɪərənt]
358,adhesion,n.支持,[ædˈhiʒən],[ədˈhi:ʒn]
359,adhesive,"adj.带粘性的,胶粘;n.粘合剂",[ædˈhisɪv],[ədˈhi:sɪv]
360,adieu,"int.n.再见,再会",[əˈdu],[əˈdju:]
361,adipose,"adj.脂肪的,肥胖的;n.动物脂肪",[ˈædɪpoʊs],[ˈædɪpəʊs]
362,adjacency,n.邻接,[əˈdʒesənsi],[əˈdʒeɪsənsɪ]
363,adjacent,"adj.邻近的,接近的",[əˈdʒesənt],[əˈdʒeɪsnt]
364,adjective,n.形容词,[ˈædʒɪktɪv],[ˈædʒɪktɪv]
365,adjoin,"v.邻接,毗连",[əˈdʒɔɪn],[əˈdʒɒɪn]
366,adjoining,"adj.邻接的,隔壁的",[əˈdʒɔɪnɪŋ],[əˈdʒɒɪnɪŋ]
367,adjoint,n.[数]伴随矩阵,[əˈdʒɔɪnt],[əˈdʒɔɪnt]
368,adjourn,"vi.延期,休会,换另一 个地方vt.使中止,推迟",[əˈdʒɚn],[əˈdʒɜ:n]
369,adjournment,"n.休会,延期",[əˈdʒɜnmənt],[əˈdʒɜ:nmənt]
370,adjudicate,"v.判决,宣判,裁定",[əˈdʒudɪˌket],[əˈdʒu:dɪkeɪt]
371,adjunct,"n.附件,助手adj.附属的",[ˈædʒʌŋkt],[ˈædʒʌŋkt]
372,adjuration,"n.恳请,请愿",[ˌædʒʊˈreʃən],[ˌædʒʊəˈreɪʃən]
373,adjust,"vt.调整,调节,校准,使适合",[əˈdʒʌst],[əˈdʒʌst]
374,adjustable,adj.可调整的,[əˈdʒʌstəblˌ],[əˈdʒʌstəbl]
375,adjusted,adj.调整过的,[əˈdʒʌstɪd],[əˈdʒʌstɪd]
376,adjuster,"n.调停者,调节器",[əˈdʒʌstə],[əˈdʒʌstə]
377,adjustment,"n.调整,调节,调节器",[əˈdʒʌstmənt],[əˈdʒʌstmənt]
378,adjutant,adj.补助的;n.副官,[ˈædʒətənt],[ˈædʒutənt]
379,adlib,"v.临时穿插,即兴讲演",[ædˈlɪb],[ædˈlɪb]
380,adman,"n.广告部门职员,拉广告者",[ˈædˌmæn],[ˈædmæn]
381,administer,"v.管理,给予,执行",[ædˈmɪnɪstɚ],[ədˈmɪnɪstə]
382,administrate,"vt.管理,支配",[ədˈmɪnəˌstret],[ədˈmɪnɪstreɪt]
383,administration," /[)n/n.管理,经营,衅]网络管理",[ədmɪnɪˈstreʃən],[ədmɪnɪˈstreɪʃən]
384,administrative,court//n.行政法庭 law//n.行政法,[ədˈmɪnɪstretɪv],[ədˈmɪnɪstreɪtɪv]
385,administrator,"n.管理人,行政官 (Administrator)[计]网络管理员",[ædˈmɪnɪstretɚ],[ədˈmɪnɪstreɪtə]
386,administrators,"管理员,管理程序/hip//n.管理人的职位(职务)",[ədˈmɪnɪstretəz],[ədˈmɪnɪstreɪtəz]
387,admirable,"adj.令人倾佩的,值的赞美的,绝妙的,极好的",[ˈædmərəbəl],[ˈædmərəbl]
388,admirably,"adv.极好地,美好地",[ˈædmərəbli],[ˈædmərəblɪ]
389,admiral,"n.海军上将,舰队司令,旗舰",[ˈædmərəl],[ˈædmərəl]
390,admiralty,"n.海军上将职位,舰队司令职位 (Admiralty)n. (英国)海军部",[ˈædmərəlti],[ˈædmərəltɪ]
391,admiration,"n.钦佩,赞美,羡慕",[ˌædməˈreʃən],[ˌædməˈreɪʃən]
392,admire,"v.赞美,钦佩,羡慕",[ədˈmaɪɚ],[ədˈmaɪə]
393,admirer,"n.景慕者,赞赏者,敬慕者",[ədˈmaɪərər],[ədˈmaɪərə(r)]
394,admiring,"adj.赞赏的,钦佩的",[ədˈmaɪərɪŋ],[ədˈmaɪərɪŋ]
395,admiringly,"adv.钦佩地,羡慕地",[ədˈmaɪərɪŋli],[ədˈmaɪərɪŋlɪ]
396,admissible,"adj.可容许的,可接纳的",[ædˈmɪsəbəl],[ədˈmɪsəbl]
397,admission,"n.允许进入,承认某事之陈述,供认",[ədˈmɪʃən],[ədˈmɪʃən]
398,admissive,adj.容许的,[ədˈmɪsɪv],[ədˈmɪsɪv]
399,admit,"v.容许,承认,接纳",[ədˈmɪt],[ədˈmɪt]
400,admittance,"n.入场权,准入",[ædˈmɪtns],[ədˈmɪtəns]
401,admittedly,"adv.公认地,诚然,无可否认的",[ædˈmɪtɪdli],[ədˈmɪtɪdlɪ]
402,admixture,"n.混合,混合物",[ədˈmɪkstʃɚ],[ədˈmɪkstʃə]
403,admonish,"vt.劝告,训诫,警告",[ədˈmɑnɪʃ],[ədˈmɒnɪʃ]
404,admonishment,n.(=admonition)  警告,[ədˈmɑnɪʃmənt],[ədˈmɒnɪʃmənt]
405,admonition,n.警告,[ˌædməˈnɪʃən],[ˌædməˈnɪʃn]
406,ado,"n.纷扰,忙乱;Advanced Development Objective,高级发展目标;ActiveX Data Objects,ActiveX数据对象",[əˈdu],[əˈdu:]
407,adobe,"n.砖坯,土砖 美国Adobe公司,是著名的图形图像和排版软件的生产商",[əˈdoʊbi],[əˈdəʊbɪ]
408,adolescence,n.青春期(一般指成年以前由13至15的发育期),[ˌædəˈlɛsns],[ˌædəˈlesns]
409,adolescent,"adj.青春期的,青春的;n.青少年",[ˌædəˈlesnt],[ˌædəˈlesnt]
410,adonis,"n.[希神,罗神]阿多尼斯(爱与美的女神Aphrodite所爱恋的美少年),美少年,小白脸",[əˈdonɪs],[əˈdəunɪs]
411,adopt,"vt.采用,收养",[əˈdɑpt],[əˈdɒpt]
412,adoptable,"adj.可采用的,可收养的",[əˈdɒptəbəl],[əˈdɒptəbl]
413,adopted,"adj.被收养的,被采用的",[əˈdɑptɪd],[əˈdɒptɪd]
414,adoptee,"n.被收养者,被立嗣者",[əˈdɒpti],[əˈdɒpti:]
415,adoption,"n.采用,收养",[əˈdɑpʃn],[əˈdɒpʃən]
416,adoptive,"adj.收养关系的,采用的",[əˈdɑptɪv],[əˈdɒptɪv]
417,adorable,"adj.可崇拜的,可爱的",[əˈdɔrəbəl],[əˈdɔ:rəbl]
418,adoration,"n.崇拜,爱慕,受崇拜(或爱慕)的对象",[ˌædəˈreʃən],[ˌædəˈreɪʃn]
419,adore,"v.崇拜,爱慕,(口语)喜爱",[əˈdɔr],[əˈdɔ:]
420,adoring,"adj.崇拜的,敬慕的",[əˈdɔrɪŋ],[əˈdɔ:rɪŋ]
421,adorn,v.装饰,[əˈdɔrn],[əˈdɔ:n]
422,adornment,"n.装饰,装饰品",[əˈdɔrnmənt],[əˈdɔ:nmənt]
423,adown,"adv.prep.向下,朝下",[əˈdaʊn],[əˈdaʊn]
424,adrenal,adj.肾上腺的n.肾上腺,[ædˈrinəl],[əˈdri:nəl]
425,adrenalin,n.[生化]肾上腺素,[əˈdrɛnəlɪn],[əˈdrenəlɪn]
426,adrift,"adv.漂浮着,随波逐流地adj.漂泊的",[əˈdrɪft],[əˈdrɪft]
427,adroit,"adj.熟练的,机捷的",[əˈdrɔɪt],[əˈdrɒɪt]
428,adulate,"vt.奉承,谄媚,奉承",[ˈædʒəˌlet],[ˈædjuleɪt]
429,adulation,"n.奉承,阿谀",[ˌædʒəˈleʃn],[ˌædjuˈleɪʃən]
430,adulator,n.好奉承的人,[ˈædʒəˌletɚ],[ˈædʒʊleɪt]
431,adulatory,adj.奉承的,[ˌædjʊˈletəri],[ˈædjuleɪtərɪ]
432,adult,"n.成人,成年人adj.成人的,成熟的",[əˈdʌlt],[ˈædʌlt]
433,adulterant,adj.掺杂用的n.掺杂物,[əˈdʌltərənt],[əˈdʌltərənt]
434,adulterate,"vt.掺杂adj.掺假的,通奸的",[əˈdʌltəˌret],[əˈdʌltəreɪt]
435,adulteration,"n.掺杂,掺假货",[əˌdʌltəˈreʃən],[əˈdʌltəreɪʃən]
436,adultery,"n.通奸,通奸行为",[əˈdʌltəri],[əˈdʌltərɪ]
437,adulthood,n.成人期,[ˈædʌlthʊd],[ˈædʌlthud]
438,adumbrate,"vt.画轮廓,预示",[ˈædəmˌbret],[ˈædʌmˌbreɪt]
439,advance,"n.前进,提升,预付款v.前进,提前,预付adj.前面的,预先的 预付(款项)",[ədˈvæns],[ədˈvɑ:ns]
440,advanced,"adj.高级的,年老的,先进的",[ədˈvænst],[ədˈvɑ:nst]
441,advancement,"n.前进,进步",[ədˈvænsmənt],[ədˈvɑ:nsmənt]
442,advantage,"n.优势,有利条件,利益",[ədˈvæntɪdʒ],[ədˈvɑ:ntɪdʒ]
443,advantaged,"adj.,得天独厚的,有利的,占有利位置的",[ədˈvæntɪdʒd],[ədˈvɑ:ntɪdʒd]
444,advantageous,adj.有利的,[ˌædvænˈtedʒəs],[ˌædvənˈteɪdʒəs]
445,advection,n.水平对流,[ædˈvekʃən],[ædˈvekʃən]
446,advent,"n.(尤指不寻常的人或事)出现,到来 (Advent)n. 基督降临 2降临节",[ˈædvɛnt],[ˈædvent]
447,adventitious,"adj.偶然的,外来的",[ˌædvɛnˈtɪʃəs],[ˌædvenˈtɪʃəs]
448,adventure,"n.冒险,冒险的经历v.冒险",[ædˈvɛntʃɚ],[ədˈventʃə]
449,adventurer,n.冒险家,[ædˈvɛntʃəɚ],[ədˈventʃərə]
450,adventuresome,adj.冒险性的,[ədˈventʃɚsəm],[ədˈventʃəsəm]
451,adventurism,"n.(外交,政治等方面的)冒险主义",[ædˈvɛntʃəˌrɪzəm],[ədˈventʃərɪzəm]
452,adventurist,n.冒险主义者,[ədˈventʃərɪst],[ədˈventʃərɪst]
453,adventurous,"adj.喜欢冒险的,敢做敢为的,充满危险的",[ædˈvɛntʃərəs],[ədˈventʃərəs]
454,adverb,n.副词,[ˈædvɚb],[ˈædvɜ:b]
455,adverbial,"adj.副词的,状语的n.状语",[ædˈvɜbɪrl],[ədˈvɜ:bɪəl]
456,adversarial,"adj.敌手的,对手的,对抗(性)的",[ˌædvɚˈseriəl],[ˌædvəˈseərɪəl]
457,adversary,"n.敌手,对手",[ˈædvɚseri],[ˈædvəsərɪ]
458,adverse,"adj.不利的,敌对的,相反的",[ædˈvɚs],[ˈædvɜ:s]
459,adversely,"adv.逆地,反对地",[ədˈvɜsli],[ədˈvɜ:slɪ]
460,adversity,"n.不幸,灾祸,逆境",[ædˈvɝsəti],[ədˈvɜ:sətɪ]
461,advert,"vi.注意,留意n.广告",[ædˈvɚt],[ˈædvɜ:rt]
462,advertise,"v.做广告,登广告",[ˈædvɚtaɪz],[ˈædvətaɪz]
463,advertisement,"n.广告,做广告",[ˌædvɚˈtaɪzmənt],[ədˈvɜ:tɪsmənt]
464,advertiser,"n.登广告者,广告客户",[ˈædvɚtaɪzɚ],[ˈædvətaɪzə]
465,advertising,"n.广告业,广告adj.广告的",[ˈædvɚtaɪzɪŋ],[ˈædvətaɪzɪŋ]
466,advertize,"vt.做广告,通知vi.做广告",[ˌædvəˈtaɪz],[ˈædvətaɪz]
467,advertizement,n.=advertisement,[ˈædvətaɪzmənt],[ədˈvɜ:tɪsmənt]
468,advertorial,n.社论式广告(指常作为杂志中心插页的正式广告文字),[ˌædvɚˈtɔriəl],[ˌædvəˈtɔ:riəl]
469,advice,"n.忠告,建议,[商]通知",[ədˈvaɪs],[ədˈvaɪs]
470,advisability,n.明智,[ədˌvaɪzəˈbɪləti],[ədˌvaɪzəˈbɪlətɪ]
471,advisable,"adj.可取的,明智的",[ædˈvaɪzəbəl],[ədˈvaɪzəbl]
472,advise,"vt.劝告,忠告,警告,建议",[ədˈvaɪz],[ədˈvaɪz]
473,adviser,"n.顾问,<美> (学生的)指导老师",[ædˈvaɪzɚ],[ədˈvaɪzə]
474,advisor,"n.顾问,<美> (学生的)指导老师",[ædˈvaɪzɚ],[ədˈvaɪzə]
475,advisory,"adj.顾问的,咨询的,劝告的",[ædˈvaɪzəri],[ədˈvaɪzərɪ]
476,advocacy,"n.拥护,鼓吹,辩护,辩护术",[ˈædvəkəsi],[ˈædvəkəsɪ]
477,advocate,"n.提倡者,鼓吹者vt.提倡,鼓吹",[ˈædvəˌket],[ˈædvəkeɪt]
478,advocator,"n.拥护者,提倡者",[ˈædvəˌketɚ],[ˈædvəkeɪtə]
479,adz,"n.扁斧,锛子",[ædz],[ædz]
480,adze,n.扁斧v.以扁斧劈,[ædz],[ædz]
481,aegean,"adj.爱琴海的n.爱琴海(地中海的一部分,在希腊同土耳其之间)",[iˈdʒiən],[i:ˈdʒi:ən]
482,aegis,"n.[希神]羊皮盾,保护,庇护,支持",[ˈidʒɪs],[ˈi:dʒɪs]
483,aeon,"n.永世,万古",[ˈiˌɑn],[ˈi:ən]
484,aerate,"vt.使暴露于空气中,使充满气体",[ˈeret],[ˈeəreɪt]
485,aeration,n.通风,[erˈreʃn],[eəˈreɪʃn]
486,aerial,"adj.航空的,生活在空气中的,空气的,高耸的n.天线",[ˈɛriəl],[ˈeərɪəl]
487,aerie,"n.猛禽的窝,高处的房子或城堡",[ˈɛri],[ˈeərɪ]
488,aerobatics,"n.特技飞行,特技飞行术",[ˌerəˈbætɪks],[ˌeərəˈbætɪks]
489,aerobic,"adj.依靠氧气的,与需氧菌有关的,增氧健身法的",[eˈroʊbɪk],[eəˈrəʊbɪk]
490,aerobics,"n.有氧运动法,增氧健身法(指跑步,优越等增强心肺循环功能的运动)",[eˈroʊbɪks],[ˌeəˈrəʊbɪks]
491,aerodynamic,adj.空气动力学的,[ˌeɚoʊdaɪˈnæmɪk],[ˌeərəʊdaɪˈnæmɪk]
492,aerodynamics,"n.空气动力学,气体力学",[ˌeroʊdaɪˈnæmɪks],[ˌeərəʊdaɪˈnæmɪks]
493,aerolite,n.陨石,[ˈɛrəˌlaɪt],[ˈeərəlaɪt]
494,aeronaut,n.气球驾驶员,[ˈerərənɔt],[ˈeərənɔ:t]
495,aeronautical,adj.航空学的,[ˌeərəˈnɔtɪkl],[ˌeərəˈnɔ:tɪkl]
496,aeronautics,"n.航空学,航空术",[ˌerəˈnɔtɪks],[eərəʊˈnɔ:tɪks]
497,aerophone,"n.空中探音机,管乐器",[ˈeroʊˌfoʊn],[ˈeərəfəʊn]
498,aeroplane,n.飞机,[ˈɛrəplen],[ˈeərəpleɪn]
499,aerosol,"n.浮质(气体中的悬浮微粒,如烟,雾等),[化]气溶胶,气雾剂,烟雾剂",[ˈerəsɔl],[ˈeərəsɒl]
500,aerospace,n.航空宇宙,[ˈeroʊspes],[ˈeərəʊspeɪs]
501,aerostat,n.航空器,[ˈerəstæt],[ˈeərəstæt]
502,aesthete,"n.审美家,唯美主义者",[ˈɛsθit],[ˈi:sθi:t]
503,aesthetic,"adj.美学的,审美的,有审美感的",[ɛsˈθɛtɪk],[i:sˈθetɪk]
504,aesthetical,adj.=aesthetic,[isˈθetɪkəl],[i:sˈθetɪkəl]
505,aesthetically,"adv.审美地,美学观点上地",[esˈθetɪkli],[esˈθetɪklɪ]
506,aesthetics,"n.美学,美术理论,审美学,美的哲学",[ɛsˈθɛtɪks],[i:sˈθetɪks]
507,aestivation,"n.夏眠,度夏",[ˌɛstəˈveʃən],[ˌi:stɪˈveɪʃn]
508,aetiology,"n.原因之说明,原因论,病原",[ˌitiˈɑlɚdʒi],[ˌi:tiˈɒlədʒɪ]
509,afar,adv.遥远地,[əˈfɑr],[əˈfɑ:(r)]
510,afebrile,adj.无热的,[æˈfibril],[əˈfi:brəl]
511,affability,"n.和蔼,亲切",[ˌæfəˈbɪləti],[ˌæfəˈbɪlətɪ]
512,affable,adj.和蔼可亲的,[ˈæfəbəl],[ˈæfəbl]
513,affair,"n.事务,事件,私事,恋爱事件,(尤指关系不长久的)风流韵事",[əˈfɛr],[əˈfeə]
514,affect,"vt.影响,感动,侵袭,假装",[əˈfɛkt],[əˈfekt]
515,affectation,"n.假装,虚饰,做作",[ˌæfɛkˈteʃən],[ˌæfekˈteɪʃən]
516,affected,"adj.受到影响的,受(疾病)侵袭的,假装的,做作的",[əˈfɛktɪd],[əˈfektɪd]
517,affecting,"adj.感人的,动人的",[əˈfɛktɪŋ],[əˈfektɪŋ]
518,affection,"n.友爱,爱情,影响,疾病,倾向",[əˈfɛkʃən],[əˈfekʃən]
519,affectional,"adj.情感上的,爱情的",[əˈfɛkʃənəl],[əˈfekʃənəl]
520,affectionate,"adj.亲爱的,挚爱的",[əˈfɛkʃənɪt],[əˈfekʃənɪt]
521,affectionately,"adv.挚爱地,亲切地",[əˈfekʃənətli],[əˈfekʃənətlɪ]
522,affective,"adj.情感的,表达感情的",[əˈfɛktɪv],[əˈfektɪv]
523,afferent,adj.传入的,[ˈæfərənt],[ˈæfərənt]
524,affidavit,"n.<美>[律]宣誓书,(经陈诉者宣誓在法律上可采作证据的)书面陈述",[ˌæfɪˈdevɪt],[ˌæfəˈdeɪvɪt]
525,affiliate,"v.(使...)加入,接受为会员",[əˈfɪliˌet],[əˈfɪlɪeɪt]
526,affiliated,"adj.附属的,有关连的",[əˈfɪlɪetɪd],[əˈfɪlɪeɪtɪd]
527,affiliation,"n.联系,从属关系",[əˌfɪliˈeʃn],[əˌfɪlɪˈeɪʃən]
528,affinity,"n.密切关系,吸引力,姻亲关系,亲合力",[əˈfɪnɪti],[əˈfɪnɪtɪ]
529,affirm,"v.断言,确认,肯定",[əˈfɚm],[əˈfɜ:m]
530,affirmation,"n.断言,主张,肯定",[ˌæfɚˈmeʃən],[æfɜ:ˈmeɪʃən]
531,affirmative,"adj.肯定的,(对正式辩论中的问题)表示赞成的,(态度,方法等)积极的,乐观的,怀有希望的n.肯定语",[əˈfɚmətɪv],[əˈfɜ:mətɪv]
532,affix,"vt.使附于,粘贴n.[语]词缀",[əˈfɪks],[əˈfɪks]
533,affixation,"n.附加,附加法,[语]加词缀法",[ˌæfɪkˈseʃən],[ˌæfɪkˈseɪʃən]
534,afflict,"vt.使痛苦,折磨",[əˈflɪkt],[əˈflɪkt]
535,afflicting,痛苦的,[əˈflɪktɪŋ],[əˈflɪktɪŋ]
536,affliction,"n.痛苦,苦恼",[əˈflɪkʃən],[əˈflɪkʃən]
537,afflictive,"adj.带给人痛苦的,苦恼的,难受的",[əˈflɪktɪv],[əˈflɪktɪv]
538,affluence,"n.富裕,富足",[ˈæfluəns],[ˈæflʊəns]
539,affluent,"adj.丰富的,富裕的",[ˈæfluənt],[ˈæflʊənt]
540,afford,"vt.提供,给予,供应得起,",[əˈfɔrd],[əˈfɔ:d]
541,afforestation,"n.造林,造林地区",[əˌfɔrɪˈsteʃn],[əˌfɒrɪˈsteɪʃn]
542,affray,"n.(尤指在公共场所的)吵架,打架",[əˈfre],[əˈfreɪ]
543,affront,"n.公开侮辱,轻蔑vt.公开侮辱,冒犯,面对",[əˈfrʌnt],[əˈfrʌnt]
544,afghan,"adj.阿富汗的,阿富汗人的n.阿富汗人,阿富汗语,一种毛毯",[ˈæfɡæn],[ˈæfɡæn]
545,afghanistan,n.阿富汗(西南亚国家),[æfˈɡænɪstæn],[æfˈɡænɪstæn]
546,aficionado,"n.<西班牙>狂热爱好者,迷",[əˌfɪʃəˈnɑdoʊ],[əˌfɪʃəˈnɑ:dəʊ]
547,afield,"adv.离开(家乡),在战场上,在田野",[əˈfild],[əˈfi:ld]
548,afire,adj.adv.燃烧着,[əˈfaɪɚ],[əˈfaɪə]
549,aflame,"adj.燃烧的,激动的adv.燃烧中",[əˈflem],[əˈfleɪm]
550,aflatoxin,n.[生化]黄曲霉毒素,[ˌæfləˈtɑksɪn],[ˌæfləˈtɒksɪn]
551,afloat,"adj.adv.飘浮的,在海上的,传播的",[əˈfloʊt],[əˈfləʊt]
552,afoot,"adj.徒步的,准备中,进行中的adv.在准备中,在进行中",[əˈfʊt],[əˈfut]
553,aforementioned,"adj.上述的,前述的",[əˌfɔrˈmenʃənd],[əˌfɔ:ˈmenʃənd]
554,aforesaid,"adj.上述的,前述的(常用于法律文件)",[əˈfɔrˌsɛd],[əˈfɔ:sed]
555,afoul,"adv.冲突,碰撞",[əˈfaʊl],[əˈfaʊl]
